Name,Color,Current price,Price with citilink card,Product code,Url
Ноутбук ASUS Expertbook B1500CEAE-BQ1763,черный,54 990,54 790,90NX0441-M21280,https://www.citilink.ru/product/noutbuk-asus-expertbook-b1500ceae-bq1763-i5-1135g7-8gb-ssd512gb-15-6-i-1830236/
Ноутбук ASUS VivoBook K513EA-BN2942,серебристый,45 990,45 790,90NB0SG2-M00CR0,https://www.citilink.ru/product/noutbuk-asus-vivobook-k513ea-bn2942-i3-1115g4-8gb-ssd256gb-15-6-ips-fh-1830223/
Ноутбук ASUS X515JF-BR368,серый,39 990,39 790,90NB0SW1-M000C0,https://www.citilink.ru/product/noutbuk-asus-x515jf-br368-pen-6805-8gb-ssd256gb-mx130-2gb-15-6-tn-hd-n-1830210/
Ноутбук HP ProBook 650 G8,серебристый,136 110,132 890,3S8N9EA,https://www.citilink.ru/product/noutbuk-hp-probook-650-g8-i5-1135g7-8gb-ssd256gb-15-6-ips-fhd-w10pro64-1828358/
Ноутбук Lenovo Thinkbook 15 G2 ITL,серый,52 990,52 890,20VE00RCRU,https://www.citilink.ru/product/noutbuk-lenovo-thinkbook-15-g2-itl-i3-1115g4-8gb-ssd256gb-15-6-ips-fhd-1827498/
Ноутбук HP 250 G8,серебристый,95 500,95 400,2E9J9EA,https://www.citilink.ru/product/noutbuk-hp-250-g8-i5-1035g1-16gb-ssd512gb-15-6-tn-fhd-w10pro64-silver-1807028/
Ноутбук Lenovo IdeaPad 3 15IGL05,серый,31 560,30 790,81WQ0069RK,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-15igl05-cel-n4020-4gb-ssd256gb-600-15-6-ips-f-1805010/
Ноутбук ASUS Zenbook 13 OLED UX325EA-KG666W,серый,89 990,89 890,90NB0SL1-M00AT0,https://www.citilink.ru/product/noutbuk-asus-zenbook-ux325ea-kg666w-i5-1135g7-16gb-ssd512gb-13-3-oled-1800447/
Ноутбук HP ProBook 450 G8,серебристый,69 990,69 890,3A5H7EA,https://www.citilink.ru/product/noutbuk-hp-probook-450-g8-i3-1115g4-8gb-ssd256gb-15-6-ips-fhd-w10pro-1800411/
Ноутбук Lenovo IdeaPad L3 15ITL6,серый,36 990,36 890,82HL006SRE,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-l3-15itl6-pg-7505-4gb-ssd256gb-15-6-tn-fhd-noos-1795435/
Ноутбук Lenovo IdeaPad 3 15ITL6,серый,42 990,42 890,82H80283RE,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-15itl6-i3-1115g4-8gb-ssd256gb-15-6-ips-fhd-no-1794621/
Ноутбук Lenovo IdeaPad 3 15ITL6,синий,43 990,43 890,82H8028SRE,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-15itl6-pg-7505-8gb-ssd256gb-15-6-ips-fhd-noos-1794610/
Ноутбук ASUS Vivobook 15 X515EA-BQ959,серебристый,54 990,54 890,90NB0TY2-M00M70,https://www.citilink.ru/product/noutbuk-asus-x515ea-bq959-i5-1135g7-8gb-ssd256gb-15-6-ips-fhd-noos-sil-1791548/
Ноутбук ASUS Vivobook Pro 15 OLED K3500PC-L1315,синий,98 990,98 890,90NB0UW2-M004V0,https://www.citilink.ru/product/noutbuk-asus-vivobook-pro-k3500pc-l1315-i5-11300h-16gb-ssd512gb-rtx-30-1791543/
Ноутбук ASUS TUF Gaming F17 FX706HE-HX043,черный,143 780,142 050,90NR0714-M00980,https://www.citilink.ru/product/noutbuk-asus-tuf-gaming-fx706he-hx043-i5-11400h-16gb-ssd512gb-rtx-3050-1791539/
Ноутбук ASUS Vivobook 15 X515EA-BQ1898,синий,54 990,54 890,90NB0TY3-M00HZ0,https://www.citilink.ru/product/noutbuk-asus-x515ea-bq1898-i5-1135g7-8gb-ssd256gb-15-6-ips-fhd-noos-bl-1791348/
Ноутбук ASUS TUF Gaming F15 FX506HCB-HN144,черный,104 650,102 070,90NR0724-M06250,https://www.citilink.ru/product/noutbuk-asus-tuf-gaming-fx506hcb-hn144-i5-11400h-8gb-ssd512gb-rtx-3050-1791302/
Ноутбук HP 250 G8,темно-серебристый,49 990,49 890,2W8Z8EA,https://www.citilink.ru/product/noutbuk-hp-250-g8-i3-1115g4-8gb-ssd256gb-15-6-ips-fhd-w10h64-dk-silver-1789532/
Ноутбук HP ProBook 455 G8,серебристый,99 190,99 090,43A31EA,https://www.citilink.ru/product/noutbuk-hp-probook-455-g8-ryzen-5-5600u-16gb-ssd512gb-15-6-ips-fhd-w10-1788299/
Ноутбук ASUS ExpertBook B1 B1500CEAE-BQ2001R,черный,56 990,56 890,90NX0441-M23790,https://www.citilink.ru/product/noutbuk-asus-expertbook-b1-b1500ceae-bq2001r-i3-1115g4-8gb-ssd256gb-15-1787858/
Ноутбук ASUS ExpertBook L1 L1500CDA-BQ0609T,черный,54 990,54 790,90NX0401-M06420,https://www.citilink.ru/product/noutbuk-asus-expertbook-l1-l1500cda-bq0609t-ryzen-3-3250u-8gb-ssd512gb-1787699/
Ноутбук Acer Aspire 3 A315-34-P0X8,черный,35 990,35 890,NX.HE3EU.05A,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-34-p0x8-pen-n5030-8gb-ssd256gb-605-15-6-ips-1786744/
Ноутбук Lenovo V15 G2 ITL,черный,79 990,79 890,82KB0038RU,https://www.citilink.ru/product/noutbuk-lenovo-v15-g2-itl-i7-1165g7-8gb-ssd512gb-15-6-tn-fhd-noos-blac-1782283/
Ноутбук Lenovo IdeaPad L3 15ITL6,серый,39 990,39 890,82HL009PRE,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-l3-15itl6-i3-1115g4-4gb-ssd256gb-15-6-tn-fhd-no-1782233/
Ноутбук HP 255 G8,темно-серебристый,29 990,29 890,2W1E0EA,https://www.citilink.ru/product/noutbuk-hp-255-g8-ath-sil-3050u-4gb-ssd256gb-15-6-hd-noos-dk-silver-1781367/
Ноутбук HP 255 G8,темно-серебристый,47 990,47 890,27K56EA,https://www.citilink.ru/product/noutbuk-hp-255-g8-ryzen-3-3250u-8gb-ssd256gb-15-6-ips-fhd-w10pro64-dk-1781350/
Ноутбук HP ProBook 455 G8,серебристый,66 990,66 890,32N23EA,https://www.citilink.ru/product/noutbuk-hp-probook-455-g8-ryzen-3-5400u-8gb-ssd256gb-15-6-ips-fhd-w10p-1781338/
Ноутбук HP ProBook 455 G8,серебристый,59 990,59 790,443M1EC,https://www.citilink.ru/product/noutbuk-hp-probook-455-g8-ryzen-3-5400u-8gb-ssd256gb-15-6-fhd-dos-1778792/
Ноутбук ASUS Expertbook P2451FA-EB1355,черный,45 590,45 490,90NX02N1-M29460,https://www.citilink.ru/product/noutbuk-asus-expertbook-p2451fa-eb1355-i3-10110u-8gb-ssd256gb-14-ips-f-1777573/
Ноутбук HP 250 G8,серебристый,59 990,59 890,2W1H3EA,https://www.citilink.ru/product/noutbuk-hp-250-g8-i3-1005g1-8gb-ssd512gb-15-6-tn-fhd-w10pro64-silver-1777520/
Ноутбук Lenovo IdeaPad L3 15ITL6,серый,45 990,45 890,82HL0054RE,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-l3-15itl6-i3-1115g4-8gb-ssd256gb-15-6-tn-fhd-no-1749398/
Ноутбук HP 15s-eq2021ur,серебристый,74 990,74 890,3B2U5EA,https://www.citilink.ru/product/noutbuk-hp-15s-eq2021ur-ryzen-5-5500u-16gb-ssd512gb-15-6-ips-fhd-dos3-1744973/
Ноутбук HP 15s-eq1427ur,серый,49 990,49 890,5T906EA,https://www.citilink.ru/product/noutbuk-hp-15s-eq1427ur-ryzen-3-3250u-8gb-ssd256gb-15-6-ips-fhd-w11-gr-1744966/
Ноутбук HP 15s-eq2123ur,серебристый,79 990,79 890,601H1EA,https://www.citilink.ru/product/noutbuk-hp-15s-eq2123ur-ryzen-5-5500u-16gb-ssd512gb-15-6-ips-fhd-w11-s-1744958/
Ноутбук HP 17-cp0134ur,черный,56 990,56 890,5T939EA,https://www.citilink.ru/product/noutbuk-hp-17-cp0134ur-ryzen-3-3250u-8gb-ssd512gb-17-3-tn-hd-dos3-0-bl-1744951/
Ноутбук HP Victus 16-e0077ur,синий,119 990,119 890,4E1K9EA,https://www.citilink.ru/product/noutbuk-hp-victus-16-e0077ur-ryzen-5-5600h-8gb-ssd512gb-rtx-3060-6gb-1-1744901/
Ноутбук HP Victus 16-e0080ur,синий,126 990,126 890,4E1L2EA,https://www.citilink.ru/product/noutbuk-hp-victus-16-e0080ur-ryzen-5-5600h-16gb-ssd512gb-rtx-3060-6gb-1744815/
Ноутбук HP 15s-fq2115ur,серебристый,59 990,59 890,61R53EA,https://www.citilink.ru/product/noutbuk-hp-15s-fq2115ur-i3-1125g4-8gb-ssd512gb-15-6-ips-fhd-w11h-silve-1744812/
Ноутбук INFINIX Inbook X2,голубой,46 990,46 890,T097804,https://www.citilink.ru/product/noutbuk-infinix-inbook-x2-i5-1035g1-8gb-ssd512gb-14-ips-fhd-nooseng-lt-1744377/
Ноутбук HP 250 G8,серебристый,59 990,59 890,27K23EA,https://www.citilink.ru/product/noutbuk-hp-250-g8-i5-1035g1-8gb-ssd256gb-15-6-fhd-w10h64-silver-1743917/
Ноутбук HP 250 G8,темно-серебристый,70 990,70 890,27J88EA,https://www.citilink.ru/product/noutbuk-hp-250-g8-i3-1005g1-8gb-ssd256gb-15-6-fhd-w10pro64-1739087/
Ноутбук iRU Калибр 15Y,черный,45 990,45 890,1738018,https://www.citilink.ru/product/noutbuk-iru-kalibr-15y-i7-8550u-8gb-ssd240gb-620-15-6-ips-fhd-dos-blac-1738018/
Ноутбук HP 250 G8,темно-серебристый,29 990,29 890,3A5T7EA,https://www.citilink.ru/product/noutbuk-hp-250-g8-cel-n4020-4gb-ssd128gb-600-15-6-tn-hd-w10pro64-dk-si-1736838/
Ноутбук HP 255 G8,серебристый,43 990,43 890,2X7V8EA,https://www.citilink.ru/product/noutbuk-hp-255-g8-ryzen-3-3250u-8gb-ssd512gb-15-6-fhd-dos3-0-1736800/
Ноутбук HP ProBook 455 G8,серебристый,116 990,116 890,32N22EA,https://www.citilink.ru/product/noutbuk-hp-probook-455-g8-ryzen-5-5600u-16gb-ssd512gb-15-6-ips-fhd-w10-1729106/
Ноутбук HP ProBook 455 G8,серебристый,175 790,171 460,32N90EA,https://www.citilink.ru/product/noutbuk-hp-probook-455-g8-ryzen-7-5800u-16gb-ssd512gb-15-6-ips-fhd-w10-1729102/
Ноутбук HP ProBook 445 G8,серебристый,156 060,152 220,43A28EA,https://www.citilink.ru/product/noutbuk-hp-probook-445-g8-ryzen-5-5600u-16gb-ssd512gb-14-ips-fhd-w10pr-1726732/
Ноутбук HP ProBook 450 G8,серебристый,142 310,138 810,4B2V6EA,https://www.citilink.ru/product/noutbuk-hp-probook-450-g8-i5-1135g7-8gb-ssd256gb-15-6-fhd-w10pro64-sil-1726722/
Ноутбук HP ProBook 430 G7,серебристый,117 040,114 160,9HR42EA,https://www.citilink.ru/product/noutbuk-hp-probook-430-g7-i3-10110u-8gb-ssd256gb-13-3-fhd-w10pro64-sil-1726719/
Ноутбук HP ProBook 455 G7,серебристый,105 380,102 790,1L3U0EA,https://www.citilink.ru/product/noutbuk-hp-probook-455-g7-ryzen-3-4300u-8gb-ssd256gb-15-6-fhd-w10pro64-1726710/
Ноутбук HP 15s-eq2136ur,серый,49 990,49 890,61R78EA,https://www.citilink.ru/product/noutbuk-hp-15s-eq2136ur-ryzen-3-5300u-8gb-ssd256gb-15-6-ips-fhd-w11-gr-1725650/
Ноутбук HP Aero 13-be0047ur,серебристый,75 990,75 890,4E0Z1EA,https://www.citilink.ru/product/noutbuk-hp-aero-13-be0047ur-ryzen-5-5600u-8gb-ssd512gb-13-3-ips-wqxga-1725626/
Ноутбук HP 15s-eq1113ur,серый,46 990,46 890,398K5EA,https://www.citilink.ru/product/noutbuk-hp-15s-eq1113ur-ryzen-3-3250u-8gb-ssd256gb-15-6-ips-fhd-dos3-0-1722553/
Ноутбук HP 15s-eq2090ur,серебристый,69 990,69 890,595M5EA,https://www.citilink.ru/product/noutbuk-hp-15s-eq2090ur-ryzen-7-5700u-8gb-ssd512gb-15-6-ips-fhd-w11h-s-1722544/
Ноутбук HP 15s-eq1150ur,серый,42 990,42 890,22Q32EA,https://www.citilink.ru/product/noutbuk-hp-15s-eq1150ur-ryzen-3-3250u-8gb-ssd256gb-15-6-ips-fhd-dos3-0-1722526/
Ноутбук HP 255 G8,темно-серебристый,65 990,65 890,45M97ES,https://www.citilink.ru/product/noutbuk-hp-255-g8-ryzen-3-5300u-8gb-ssd256gb-15-6-ips-fhd-dos3-0-dk-si-1722476/
Ноутбук HP 255 G8,темно-серебристый,59 990,59 890,3V5K8EA,https://www.citilink.ru/product/noutbuk-hp-255-g8-ryzen-5-5500u-8gb-ssd512gb-15-6-fhd-dos-1722471/
Ноутбук HP 255 G8,темно-серебристый,69 990,69 890,45M81ES,https://www.citilink.ru/product/noutbuk-hp-255-g8-ryzen-5-5500u-8gb-ssd256gb-15-6-ips-fhd-dos-dk-silve-1722469/
Ноутбук HP 255 G8,темно-серебристый,69 990,69 890,3V5H6EA,https://www.citilink.ru/product/noutbuk-hp-255-g8-ryzen-5-5500u-8gb-ssd256gb-15-6-fhd-dos3-0-3610mah-1722468/
Ноутбук HP 255 G8,темно-серебристый,69 990,69 890,3V5F3EA,https://www.citilink.ru/product/noutbuk-hp-255-g8-ryzen-3-5300u-8gb-ssd256gb-15-6-ips-fhd-dos3-0-dk-si-1722467/
Ноутбук HP 250 G8,темно-серебристый,41 990,41 890,27K12EA,https://www.citilink.ru/product/noutbuk-hp-250-g8-pen-n5030-4gb-ssd256gb-15-6-hd-dos-1722466/
Ноутбук HP Omen 17-ck0047ur,черный,269 990,269 890,4E1C9EA,https://www.citilink.ru/product/noutbuk-hp-omen-17-ck0047ur-i7-11800h-16gb-ssd1tb-rtx-3070-8gb-17-3-ip-1718690/
Ноутбук HP Victus 16-e0074ur,синий,119 990,119 890,4E1K5EA,https://www.citilink.ru/product/noutbuk-hp-victus-16-e0074ur-ryzen-7-5800h-16gb-ssd512gb-rtx-3050-ti-4-1718678/
Ноутбук HP Victus 16-e0089ur,синий,206 190,204 900,4E1T1EA,https://www.citilink.ru/product/noutbuk-hp-victus-16-e0089ur-ryzen-5-5600h-16gb-ssd512gb-gtx-1650-4gb-1718671/
Ноутбук HP 15s-eq2018ur,серебристый,90 990,90 690,3B2U2EA,https://www.citilink.ru/product/noutbuk-hp-15s-eq2018ur-ryzen-7-5700u-16gb-ssd512gb-15-6-ips-fhd-dos3-1718563/
Ноутбук HP 15s-fq2120ur,серебристый,89 990,89 890,61R81EA,https://www.citilink.ru/product/noutbuk-hp-15s-fq2120ur-i5-1135g7-8gb-ssd512gb-15-6-ips-fhd-w11h-silve-1718520/
Ноутбук Huawei MateBook B5-430,серый,157 000,156 900,53012KFS,https://www.citilink.ru/product/noutbuk-huawei-matebook-b5-430-i5-1135g7-8gb-ssd512gb-14-ips-w10pro-gr-1718394/
Ноутбук-трансформер ASUS Zenbook 14 Flip OLED UP5401EA-KN128W,серый,99 990,99 890,90NB0V41-M005J0,https://www.citilink.ru/product/noutbuk-asus-zenbook-flip-up5401ea-kn128w-i5-1135g7-8gb-ssd512gb-14-ol-1691422/
Ноутбук-трансформер HP Spectre x360 14-ea0029ur,темно-синий,99 990,99 890,640A1EA,https://www.citilink.ru/product/transformer-hp-spectre-x360-14-ea0029ur-i5-1135g7-8gb-ssd1tb-13-5-ips-1689170/
Ноутбук-трансформер HP Spectre x360 14-ea0022ur,темно-синий,99 990,99 890,63Z17EA,https://www.citilink.ru/product/transformer-hp-spectre-x360-14-ea0022ur-i5-1135g7-8gb-ssd512gb-13-5-ip-1688947/
Ноутбук HP Pavilion 14-dv0124ur,белый,47 990,47 890,63Z15EA,https://www.citilink.ru/product/noutbuk-hp-pavilion-14-dv0124ur-i3-1115g4-8gb-ssd256gb-14-ips-fhd-w11-1688940/
Ноутбук Acer Aspire 3 A315-35-C6YA,серебристый,25 990,25 890,NX.A6LER.013,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-35-c6ya-cel-n4500-4gb-ssd128gb-15-6-tn-fhd-1684194/
Ноутбук Acer Aspire 1 A115-32-C97W,серебристый,22 990,22 890,NX.A6MER.012,https://www.citilink.ru/product/noutbuk-acer-aspire-1-a115-32-c97w-cel-n4500-4gb-15-6-fhd-w11h-silver-1683380/
Ноутбук Acer Aspire 3 A315-23-R9AE,черный,47 990,47 890,NX.HVTER.02M,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-23-r9ae-ryzen-5-3500u-8gb-1tb-vega-8-15-6-f-1682209/
Ноутбук MSI Pulse GL66 11UCK-422RU,серый,147 620,144 090,9S7-158224-422,https://www.citilink.ru/product/noutbuk-msi-pulse-gl66-11uck-422ru-i5-11400h-8gb-ssd512gb-rtx-3050-4gb-1681624/
Ноутбук MSI Pulse GL66 11UCK-421RU,серый,108 990,108 890,9S7-158224-421,https://www.citilink.ru/product/noutbuk-msi-pulse-gl66-11uck-421ru-i7-11800h-8gb-ssd512gb-rtx-3050-4gb-1681618/
Ноутбук MSI Pulse GL66 11UDK-418RU,серый,102 490,102 390,9S7-158224-418,https://www.citilink.ru/product/noutbuk-msi-pulse-gl66-11udk-418ru-i5-11400h-8gb-ssd512gb-rtx-3050-ti-1681617/
Ноутбук MSI Pulse GL76 11UDK-235RU,серый,107 990,107 890,9S7-17L222-235,https://www.citilink.ru/product/noutbuk-msi-pulse-gl76-11udk-235ru-i5-11400h-8gb-ssd512gb-rtx-3050-ti-1681599/
Ноутбук HP Omen 16-c0047ur,темно-серебристый,149 990,149 890,4E1S0EA,https://www.citilink.ru/product/noutbuk-hp-omen-16-c0047ur-ryzen-7-5800h-16gb-ssd1tb-rx6600m-8gb-16-1-1680020/
Ноутбук MSI GF63 Thin 11UD-221RU,черный,94 990,94 890,9S7-16R612-221,https://www.citilink.ru/product/noutbuk-msi-gf63-thin-11ud-221ru-i5-11400h-8gb-ssd512gb-rtx-3050-ti-4g-1676905/
Ноутбук MSI Pulse GL66 11UDK-417RU,серый,109 490,109 390,9S7-158224-417,https://www.citilink.ru/product/noutbuk-msi-pulse-gl66-11udk-417ru-i7-11800h-8gb-ssd512gb-rtx-3050-ti-1676790/
Ноутбук MSI Bravo 15 B5DD-218XRU,черный,95 990,95 890,9S7-158K12-218,https://www.citilink.ru/product/noutbuk-msi-bravo-15-b5dd-218xru-ryzen-7-5800h-8gb-ssd512gb-5500m-4gb-1670303/
Ноутбук MSI Bravo 15 B5DD-219XRU,черный,87 990,87 890,9S7-158K12-219,https://www.citilink.ru/product/noutbuk-msi-bravo-15-b5dd-219xru-ryzen-5-5600h-8gb-ssd512gb-5500m-4gb-1670302/
Ноутбук MSI Vector GP66 12UGS-403RU,черный,229 990,229 890,9S7-154422-403,https://www.citilink.ru/product/noutbuk-msi-vector-gp66-12ugs-403ru-i7-12700h-16gb-ssd1tb-rtx3070ti-8g-1670287/
Ноутбук Acer Aspire 3 A315-23-R0BD,черный,51 990,51 890,NX.HVTER.02J,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-23-r0bd-ryzen-5-3500u-8gb-ssd512gb-vega-8-1-1660359/
Ноутбук Acer Aspire 3 A315-23-R36F,черный,51 990,51 890,NX.HVTER.02L,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-23-r36f-ryzen-5-3500u-8gb-1tb-ssd128gb-vega-1660356/
Ноутбук Acer Aspire 3 A315-23-R2KK,черный,49 990,49 890,NX.HVTER.02K,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-23-r2kk-ryzen-5-3500u-8gb-ssd256gb-vega-8-1-1660354/
Ноутбук DELL Vostro 3500,черный,46 990,46 890,3500-5841,https://www.citilink.ru/product/noutbuk-dell-vostro-3500-i3-1115g4-4gb-ssd256gb-15-6-fhd-w11-black-1660231/
Ноутбук DELL G15 5510,темно-серый,96 990,96 890,G515-1311,https://www.citilink.ru/product/noutbuk-dell-g15-5510-i7-10870h-8gb-ssd512gb-rtx-3050-4gb-15-6-fhd-w11-1660159/
Ноутбук HP Omen 16-c0057ur,темно-серебристый,179 990,179 890,5R9S0EA,https://www.citilink.ru/product/noutbuk-hp-omen-16-c0057ur-ryzen-7-5800h-16gb-ssd512gb-rtx-3070-8gb-16-1659317/
Ноутбук iRU Калибр 15Y,черный,53 990,53 890,1657836,https://www.citilink.ru/product/noutbuk-iru-kalibr-15y-i7-8550u-16gb-ssd500gb-620-15-6-fhd-w10hsl64-bl-1657836/
Ноутбук iRU Калибр 15Y,черный,58 990,58 890,1657835,https://www.citilink.ru/product/noutbuk-iru-kalibr-15y-i7-8550u-16gb-ssd500gb-620-15-6-fhd-w10pro64-bl-1657835/
Ноутбук-трансформер ASUS Expertbook B7 Flip B7402FEA-L90660X,черный,164 990,164 890,90NX0481-M00KV0,https://www.citilink.ru/product/noutbuk-asus-expertbook-b7402fea-l90660x-i7-1195g7-16gb-ssd1tb-14-ips-1657403/
Ноутбук DELL G15 5511,серый,120 990,120 590,G515-1380,https://www.citilink.ru/product/noutbuk-dell-g15-5511-i7-11800h-16gb-ssd512gb-rtx-3050-ti-4gb-15-6-fhd-1656888/
Ноутбук DELL Vostro 5301,золотистый,79 990,79 890,5301-6343,https://www.citilink.ru/product/noutbuk-dell-vostro-5301-i7-1165g7-8gb-ssd512gb-mx350-2gb-13-3-fhd-lin-1656077/
Ноутбук DELL Vostro 5301,золотистый,59 990,59 890,5301-6329,https://www.citilink.ru/product/noutbuk-dell-vostro-5301-i5-1135g7-8gb-ssd256gb-13-3-fhd-w11-gold-1656067/
Ноутбук MSI Bravo 15 B5DD-220RU,черный,109 990,109 890,9S7-158K12-220,https://www.citilink.ru/product/noutbuk-msi-bravo-15-b5dd-220ru-ryzen-7-5800h-16gb-ssd512gb-5500m-4gb-1651277/
Ноутбук DELL Vostro 3510,серый,94 990,94 890,3510-5210,https://www.citilink.ru/product/noutbuk-dell-vostro-3510-i7-1165g7-8gb-ssd512gb-15-6-fhd-w11-grey-1649084/
Ноутбук DELL Vostro 3510,серый,46 990,46 890,3510-4893,https://www.citilink.ru/product/noutbuk-dell-vostro-3510-i3-1115g4-4gb-ssd256gb-15-6-fhd-w11-silver-1648068/
Ноутбук DELL Vostro 3510,черный,46 990,46 890,3510-4909,https://www.citilink.ru/product/noutbuk-dell-vostro-3510-i3-1115g4-4gb-ssd256gb-15-6-fhd-w11-black-1648067/
Ноутбук DELL Vostro 3515,серый,39 990,39 890,3515-5371,https://www.citilink.ru/product/noutbuk-dell-vostro-3515-ryzen-3-3250u-8gb-ssd256gb-15-6-fhd-lin-grey-1646602/
Ноутбук DELL Vostro 3510,черный,69 990,69 890,3510-5180,https://www.citilink.ru/product/noutbuk-dell-vostro-3510-i5-1135g7-16gb-ssd512gb-15-6-fhd-w11-black-1646248/
Ноутбук DELL Vostro 3510,серый,74 990,74 890,3510-5173,https://www.citilink.ru/product/noutbuk-dell-vostro-3510-i5-1135g7-16gb-ssd512gb-15-6-fhd-w11-grey-1646247/
Ноутбук DELL Vostro 5402,золотистый,59 990,59 890,5402-4572,https://www.citilink.ru/product/noutbuk-dell-vostro-5402-i5-1135g7-8gb-ssd256gb-14-fhd-w11-gold-1646198/
Ноутбук DELL Vostro 3400,черный,59 990,59 890,3400-4565,https://www.citilink.ru/product/noutbuk-dell-vostro-3400-i5-1135g7-8gb-ssd512gb-mx330-2gb-14-fhd-w11-b-1644032/
Ноутбук DELL Inspiron 7400,серебристый,69 990,69 890,7400-9607,https://www.citilink.ru/product/noutbuk-dell-inspiron-7400-i5-1135g7-8gb-ssd256gb-14-5-wva-qhd-w11-sil-1643805/
Ноутбук DELL G15 5511,серый,89 990,89 890,G515-1366,https://www.citilink.ru/product/noutbuk-dell-g15-5511-i5-11400h-8gb-ssd512gb-rtx-3050-ti-4gb-15-6-fhd-1643779/
Ноутбук HP Pavilion 15-eg0065ur,серебристый,59 990,59 890,2X2U1EA,https://www.citilink.ru/product/noutbuk-hp-pavilion-15-eg0065ur-i3-1115g4-8gb-ssd256gb-15-6-ips-fhd-w1-1643274/
Ноутбук HP 14s-dq0046ur,белый,29 990,29 890,3B3L7EA,https://www.citilink.ru/product/noutbuk-hp-14s-dq0046ur-pen-n5030-4gb-ssd256gb-605-14-ips-fhd-dos3-0-w-1643246/
Ноутбук HP 14s-dq2012ur,черный,50 990,50 890,2X1P8EA,https://www.citilink.ru/product/noutbuk-hp-14s-dq2012ur-pg-7505-4gb-ssd256gb-14-ips-fhd-dos3-0-black-1643187/
Ноутбук HP 14s-dq3004ur,черный,26 990,26 890,3E7L8EA,https://www.citilink.ru/product/noutbuk-hp-14s-dq3004ur-cel-n4500-4gb-ssd256gb-14-hd-dos3-0-black-1643065/
Ноутбук HP 15s-fq2051ur,серый,59 990,59 890,3B2U9EA,https://www.citilink.ru/product/noutbuk-hp-15s-fq2051ur-i3-1125g4-8gb-ssd256gb-15-6-ips-fhd-w10-grey-1643062/
Ноутбук HP 15s-eq1320ur,серый,39 990,39 890,3B2W8EA,https://www.citilink.ru/product/noutbuk-hp-15s-eq1320ur-ath-gl-3150u-4gb-ssd128gb-15-6-ips-fhd-w10-gre-1643057/
Ноутбук DELL Vostro 5515,серый,68 990,68 890,5515-5777,https://www.citilink.ru/product/noutbuk-dell-vostro-5515-ryzen-3-5300u-8gb-ssd256gb-15-6-fhd-w11-grey-1639965/
Ноутбук DELL Vostro 3515,черный,31 990,31 890,3515-5326,https://www.citilink.ru/product/noutbuk-dell-vostro-3515-ath-sil-3050u-4gb-ssd128gb-15-6-hd-w11-black-1639917/
Ноутбук DELL Vostro 3515,черный,27 990,27 890,3515-5319,https://www.citilink.ru/product/noutbuk-dell-vostro-3515-ath-sil-3050u-4gb-ssd128gb-15-6-hd-lin-black-1639915/
Ноутбук DELL Vostro 3510,черный,59 990,59 890,3510-4923,https://www.citilink.ru/product/noutbuk-dell-vostro-3510-i3-1115g4-8gb-ssd256gb-15-6-fhd-lin-black-1639874/
Ноутбук HP 17-cp0140ur,серебристый,75 990,75 890,61R60EA,https://www.citilink.ru/product/noutbuk-hp-17-cp0140ur-ryzen-5-5500u-8gb-ssd512gb-17-3-ips-fhd-w11-sil-1638965/
Ноутбук HP 17-cp0139ur,серебристый,99 990,99 890,61R59EA,https://www.citilink.ru/product/noutbuk-hp-17-cp0139ur-ryzen-5-5500u-16gb-ssd1tb-17-3-ips-fhd-w11-silv-1638963/
Ноутбук HP 15s-eq2134ur,серебристый,79 990,79 890,61S04EA,https://www.citilink.ru/product/noutbuk-hp-15s-eq2134ur-ryzen-5-5500u-16gb-ssd512gb-15-6-ips-fhd-w11-s-1638944/
Ноутбук DELL Vostro 3515,черный,77 990,77 890,3515-0284,https://www.citilink.ru/product/noutbuk-dell-vostro-3515-ryzen-7-3700u-8gb-ssd512gb-vega-10-15-6-wva-f-1638493/
Ноутбук DELL Vostro 3515,черный,68 990,68 890,3515-0253,https://www.citilink.ru/product/noutbuk-dell-vostro-3515-ryzen-5-3450u-8gb-ssd256gb-vega-8-15-6-wva-fh-1638456/
Ноутбук DELL Vostro 3510,черный,79 990,79 890,3510-0147,https://www.citilink.ru/product/noutbuk-dell-vostro-3510-i5-1135g7-8gb-ssd256gb-mx350-2gb-15-6-wva-fhd-1638452/
Ультрабук Acer Swift 3 SF316-51-55EP,серый,89 990,89 890,NX.ABDER.006,https://www.citilink.ru/product/ultrabuk-acer-swift-3-sf316-51-55ep-i5-11300h-16gb-ssd512gb-16-1-ips-n-1638202/
