Name,Color,Current price,Price with citilink card,Product code,Url
Ноутбук Acer Aspire 3 A315-23-R00X,черный,35 990,35 890,NX.HVTER.01C,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-23-r00x-ryzen-3-3250u-8gb-1tb-15-6-fhd-noos-1404142/
Ноутбук Lenovo IdeaPad 3 15ADA05,серый,27 990,27 890,81W101CERK,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-15ada05-3020e-4gb-ssd256gb-15-6-ips-fhd-dos-g-1521606/
Ноутбук Lenovo IdeaPad 3 17ADA05,серый,36 990,36 890,81W2008VRK,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-17ada05-ath-gl-3150u-8gb-ssd256gb-17-3-tn-hd-1487553/
Ноутбук ASUS VivoBook K413EA-EB1682,черный,44 490,44 390,90NB0RLF-M25900,https://www.citilink.ru/product/noutbuk-asus-vivobook-k413ea-eb1052-i3-1115g4-8gb-ssd256gb-14-ips-fhd-1522558/
Ноутбук MSI Pulse GL76 11UDK-237XRU,серый,96 490,96 390,9S7-17L222-237,https://www.citilink.ru/product/noutbuk-msi-pulse-gl76-11udk-i5-11400h-8gb-ssd512gb-rtx-3050-ti-4gb-17-1525982/
Ноутбук Acer Aspire 3 A314-22-R7SR,черный,29 990,29 890,NX.HVVER.001,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a314-22-r7sr-ryzen-3-3250u-4gb-ssd128gb-14-fhd-w-1372374/
Ноутбук ASUS Vivobook Go 14 E410MA-BV1516,черный,24 990,24 890,90NB0Q15-M40350,https://www.citilink.ru/product/noutbuk-asus-vivobook-e410ma-bv1516-pen-n5030-4gb-ssd256gb-14-tn-hd-no-1583400/
Ноутбук ASUS A416JA-EB1183T,серый,35 990,35 890,90NB0ST2-M18290,https://www.citilink.ru/product/noutbuk-asus-a416ja-eb718t-i3-1005g1-4gb-ssd128gb-14-ips-fhd-w10-grey-1522882/
Ноутбук ASUS Vivobook Go 15 E510MA-BQ579T,черный,26 990,26 890,90NB0Q65-M11810,https://www.citilink.ru/product/noutbuk-asus-e510ma-bq196t-pen-n5030-4gb-ssd128gb-605-15-6-ips-fhd-w10-1522555/
Ноутбук Apple MacBook Air,золотой,198 990,198 890,Z12B00048,https://www.citilink.ru/product/noutbuk-apple-macbook-air-13-3-ips-apple-m1-16gb-512gb-ssd-mac-os-z12b-1451564/
Ноутбук Acer Aspire 5 A515-45-R4FZ,черный,50 990,50 890,NX.A85ER.00J,https://www.citilink.ru/product/noutbuk-acer-aspire-5-a515-45-r4fz-ryzen-5-5500u-8gb-ssd128gb-15-6-ips-1521509/
Ноутбук Apple MacBook Air,серый космос,179 990,179 890,Z1240004R,https://www.citilink.ru/product/noutbuk-apple-macbook-air-13-3-ips-apple-m1-16gb-1tb-ssd-mac-os-z12400-1451518/
Ноутбук Lenovo IdeaPad 3 15IML05,серый,29 990,29 890,81WB00XHRU,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-15iml05-cel-5205u-4gb-1tb-15-6-tn-hd-w10-grey-1654485/
Ультрабук Acer Swift 3 SF316-51-50PB,серый,59 990,59 890,NX.ABDER.007,https://www.citilink.ru/product/ultrabuk-acer-swift-3-sf316-51-50pb-i5-11300h-8gb-ssd256gb-16-1-ips-no-1638198/
Ноутбук ASUS L210MA-GJ164T,белый,20 990,20 890,90NB0R42-M06110,https://www.citilink.ru/product/noutbuk-asus-l210ma-gj164t-cel-n4020-4gb-ssd128gb-11-6-hd-w10-1497700/
Ноутбук Lenovo IdeaPad 3 17IML05,серый,49 990,49 890,81WC00B3RU,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-17iml05-i3-10110u-8gb-ssd1tb-17-3-tn-hd-w10-g-1607131/
Ноутбук Acer Aspire 3 A317-33-C0P0,серебристый,30 990,30 890,NX.A6TER.018,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a317-33-c0p0-cel-n4500-4gb-ssd128gb-17-3-ips-fhd-1625008/
Ноутбук Lenovo IdeaPad 3 17ITL6,серый,27 990,27 890,82H9003SRU,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-17itl6-cel-6305-4gb-ssd256gb-17-3-tn-hd-w10-g-1492780/
Ноутбук MSI GF63 Thin 11UC-622RU,черный,89 990,89 890,9S7-16R612-622,https://www.citilink.ru/product/noutbuk-msi-gf63-thin-11uc-i5-11400h-16gb-ssd512gb-rtx-3050-4gb-15-6-i-1649504/
Ноутбук ASUS Vivobook Go 15 E510KA-BQ111T,синий,23 990,23 890,90NB0UJ4-M01660,https://www.citilink.ru/product/noutbuk-asus-e510ka-bq111t-cel-n4500-4gb-ssd128gb-15-6-ips-fhd-w10-blu-1561875/
Ноутбук ASUS Zenbook Pro 15 OLED UX535LI-H2346T,серый,109 990,109 890,90NB0RW1-M10610,https://www.citilink.ru/product/noutbuk-asus-ux535li-h2346t-i5-10300h-16gb-ssd512gb-gtx-1650-ti-4gb-15-1583796/
Ноутбук Acer Aspire 3 A315-56-3252,черный,34 990,34 890,NX.HS5ER.02A,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-56-3252-i3-1005g1-4gb-ssd128gb-15-6-tn-fhd-1685548/
Ноутбук Digma EVE 10 A201,черный,10 990,10 890,ES1053EW,https://www.citilink.ru/product/noutbuk-digma-eve-10ka-windows-10-1-ips-intel-atom-x5-z8350-2gb-64gb-s-1442097/
Ноутбук Lenovo IdeaPad 3 14ITL6,синий,45 990,45 890,82H7015YRU,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-14itl6-i3-1115g4-8gb-ssd512gb-14-ips-fhd-w11-1636469/
Ноутбук-трансформер ASUS Zenbook 14 Flip OLED UP5401EA-KN034T,серый,114 990,114 890,90NB0V41-M00670,https://www.citilink.ru/product/noutbuk-asus-up5401ea-kn034t-i5-1135g7-16gb-ssd1tb-14-oled-touch-wqxga-1522964/
Ноутбук Acer Aspire 3 A315-23-R6QY,серебристый,35 990,35 890,NX.HVUER.004,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-23-r6qy-ryzen-3-3250u-8gb-1tb-15-6-fhd-noos-1404143/
Ноутбук MSI Alpha 17 B5EEK-013RU,черный,138 990,138 890,9S7-17LL12-013,https://www.citilink.ru/product/noutbuk-msi-alpha-17-b5eek-013ru-ryzen-5-5600h-16gb-ssd512gb-6600m-8gb-1612449/
Ноутбук IRBIS NB NB69,серебристый,11 990,11 890,NB69,https://www.citilink.ru/product/noutbuk-irbis-nb-nb69-atom-z3735f-2gb-ssd32gb-13-3-ips-touch-fhd-w10-w-1499216/
Ноутбук ASUS A516EA-EJ1572W,серебристый,35 990,35 890,90NB0TY2-M31120,https://www.citilink.ru/product/noutbuk-asus-a516ea-ej1572w-pg-7505-4gb-ssd128gb-15-6-tn-fhd-w11-1583752/
Ноутбук Lenovo IdeaPad 1 14IGL05,серый,23 990,23 890,81VU007XRU,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-1-14igl05-cel-n4020-4gb-ssd128gb-14-ips-fhd-w10-1601156/
Ноутбук Acer Aspire 3 A315-56-513B,черный,45 990,45 890,NX.HS5ER.025,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-56-513b-i5-1035g1-8gb-ssd128gb-15-6-tn-fhd-1678702/
Ноутбук Acer Aspire 1 A114-33-P9R1,серебристый,23 990,23 890,NX.A7VER.00U,https://www.citilink.ru/product/noutbuk-acer-aspire-1-a114-33-p9r1-pen-n6000-4gb-ssd128gb-14-ips-fhd-w-1624970/
Ноутбук Huawei MateBook 14S,серый,109 999,107 190,53012MAU,https://www.citilink.ru/product/noutbuk-huawei-matebook-14s-i7-11370h-16gb-ssd1tb-14-2-ltps-touch-2-5k-1686282/
Ноутбук ASUS Vivobook Pro 16X OLED N7600PC-L2014W,серебристый,127 990,127 890,90NB0UI3-M02970,https://www.citilink.ru/product/noutbuk-asus-n7600pc-0007-i5-11300h-16gb-ssd512gb-rtx-3050-4gb-16-oled-1523024/
Ноутбук Acer Aspire 3 A315-23-R2U8,черный,29 990,29 890,NX.HVTER.00C,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-23-r2u8-ryzen-3-3250u-4gb-ssd128gb-15-6-fhd-1372483/
Ноутбук HP 14s-dq3002ur,черный,23 990,23 890,3E7Y2EA,https://www.citilink.ru/product/noutbuk-hp-14s-dq3002ur-cel-n4500-4gb-ssd128gb-14-sva-hd-w10-black-1473921/
Ноутбук ASUS Vivobook Go 15 E510MA-BQ860W,синий,25 990,25 890,90NB0Q64-M000U0,https://www.citilink.ru/product/noutbuk-asus-vivobook-e510ma-bq860w-pen-n5030-4gb-ssd128gb-15-6-ips-fh-1583412/
Ноутбук IRBIS NB NB703,белый,21 990,21 890,NB703,https://www.citilink.ru/product/noutbuk-irbis-nb-nb703-pen-j3710-4gb-emmc128gb-600-17-3-tn-hd-w10pro-b-1655880/
Ноутбук ASUS Vivobook Go 14 E410MA-EK1327W,черный,21 990,21 890,90NB0Q15-M40380,https://www.citilink.ru/product/noutbuk-asus-vivobook-e410ma-ek1327w-cel-n4020-4gb-ssd128gb-14-tn-fhd-1583392/
Ноутбук Lenovo IdeaPad 3 14ITL05,серый,33 990,33 890,81X70086RK,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-14itl05-cel-6305-8gb-ssd256gb-14-fhd-noos-gre-1487461/
Ноутбук ASUS Vivobook Go 15 E510KA-BQ112T,белый,25 990,25 890,90NB0UJ3-M01670,https://www.citilink.ru/product/noutbuk-asus-e510ka-bq112t-pen-n6000-4gb-ssd128gb-15-6-ips-fhd-w10-whi-1561873/
Ноутбук ASUS A416JA-EB1185W,серый,49 990,49 890,90NB0ST2-M21950,https://www.citilink.ru/product/noutbuk-asus-a416ja-eb1185w-i5-1035g1-8gb-ssd256gb-14-ips-fhd-w11-1583736/
Ноутбук Acer Aspire 1 A115-32-P66V,серебристый,26 990,26 890,NX.A6MER.00M,https://www.citilink.ru/product/noutbuk-acer-aspire-1-a115-32-p66v-pen-n6000-4gb-emmc128gb-15-6-ips-fh-1521993/
Ноутбук Lenovo IdeaPad 3 15ADA05,серый,25 990,25 890,81W1004PRK,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-ip3-15ada05-athlon-3020e-4gb-ssd128gb-15-6-tn-f-1408522/
Ноутбук-трансформер ASUS Zenbook 14 Flip OLED UP5401EA-KN119W,серый,125 990,125 890,90NB0V41-M006P0,https://www.citilink.ru/product/noutbuk-asus-zenbook-up5401ea-kn119w-i7-1165g7-16gb-ssd512gb-14-oled-t-1654348/
Ноутбук Lenovo IdeaPad 3 15ADA05,серый,37 990,37 890,81W1019JRK,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-15ada05-ath-sil-3050u-8gb-ssd256gb-15-6-ips-f-1534468/
Ноутбук MSI Pulse GL66 11UCK-424XRU,серый,89 990,89 890,9S7-158224-424,https://www.citilink.ru/product/noutbuk-msi-pulse-gl66-11uck-i5-11400h-8gb-ssd512gb-rtx-3050-4gb-15-6-1522770/
Ноутбук IRBIS NB249,серебристый,20 900,20 790,NB249,https://www.citilink.ru/product/noutbuk-irbis-nb-nb249-pen-j3710-4gb-ssd128gb-15-6-ips-w10-silver-1546778/
Ноутбук MSI Alpha 15 B5EEK-053RU,черный,132 990,132 890,9S7-158L12-053,https://www.citilink.ru/product/noutbuk-msi-alpha-15-b5eek-053ru-ryzen-7-5800h-16gb-ssd512gb-6600m-8gb-1612451/
Ноутбук IRBIS NB NB610,черный,37 990,37 890,NB610,https://www.citilink.ru/product/noutbuk-irbis-nb-nb610-i3-1005g1-8gb-1tb-ssd128gb-15-6-ips-fhd-w10h-bl-1539279/
Ноутбук HP 15s-eq1129ur,серый,27 990,27 890,22V36EA,https://www.citilink.ru/product/noutbuk-hp-15s-eq1129ur-3020e-4gb-ssd256gb-15-6-ips-fhd-dos-grey-1627554/
Ноутбук Lenovo IdeaPad 3 15ITL05,синий,59 990,59 890,81X800BSRU,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-15itl05-i5-1135g7-8gb-ssd512gb-15-6-ips-fhd-w-1492062/
Ноутбук MSI Pulse GL76 11UCK-247RU,серый,113 990,113 890,9S7-17L222-247,https://www.citilink.ru/product/noutbuk-msi-pulse-gl76-11uck-i5-11400h-8gb-ssd512gb-rtx-3050-4gb-17-3-1525968/
Ноутбук Lenovo IdeaPad 3 15ARE05,синий,49 990,49 890,81W400D6RU,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-15are05-ryzen-3-4300u-8gb-ssd512gb-15-6-ips-f-1697259/
Ноутбук Acer Aspire 3 A315-23-R2ZG,черный,33 990,33 890,NX.HVTER.01B,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-23-r2zg-ryzen-3-3250u-8gb-500gb-15-6-fhd-no-1404140/
Ноутбук Apple MacBook Air,серый космос,169 990,169 890,Z1240004J,https://www.citilink.ru/product/noutbuk-apple-macbook-air-13-3-ips-apple-m1-8gb-512gb-ssd-mac-os-z1240-1451527/
Ноутбук Acer Aspire 5 A515-45-R9CK,серебристый,54 990,54 890,NX.A84ER.00H,https://www.citilink.ru/product/noutbuk-acer-aspire-5-a515-45-r9ck-i7-5500u-8gb-ssd128gb-15-6-ips-fhd-1521436/
Ноутбук Acer Aspire 1 A114-21-R6NP,черный,24 990,24 890,NX.A7QER.005,https://www.citilink.ru/product/noutbuk-acer-aspire-1-a114-21-r6np-14-amd-athlon-silver-3050u-8gb-128g-1439607/
Ноутбук Acer Aspire 3 A314-22-R317,черный,36 990,36 890,NX.HVVER.007,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a314-22-r317-14-amd-ryzen-3-3250u-8gb-1000gb-amd-1438025/
Ноутбук ARK Jumper EZbook S5,серебристый,14 990,14 890,серебристый,https://www.citilink.ru/product/noutbuk-ark-ezbook-s5-cel-n3350-6gb-emmc64gb-14-fhd-w10-silver-1489537/
Ноутбук Lenovo IdeaPad 3 14IIL05,синий,35 990,35 890,81WD0102RU,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-14iil05-i3-1005g1-4gb-ssd128gb-14-ips-fhd-w10-1480079/
Ноутбук Apple MacBook Pro,серый космос,255 990,255 890,Z11B0004T,https://www.citilink.ru/product/noutbuk-apple-macbook-pro-13-3-ips-apple-m1-16gb-256gb-ssd-mac-os-z11b-1451570/
Ноутбук ASUS Vivobook Go 14 E410MA-EK1327T,черный,23 990,23 890,90NB0Q15-M36210,https://www.citilink.ru/product/noutbuk-asus-e410ma-ek1327t-cel-n4020-4gb-600-14-fhd-w10-black-1593242/
Ноутбук HP 250 G8,темно-серебристый,44 990,44 890,3Z6T0ES,https://www.citilink.ru/product/noutbuk-hp-250-g8-i5-1035g1-8gb-ssd256gb-15-6-fhd-dos-1506409/
Ноутбук Digma EVE 11 C422,черный,14 990,13 990,ES1068EW,https://www.citilink.ru/product/noutbuk-digma-eve-cel-j4005-4gb-ssd64gb-500-11-6-ips-hd-w10hsl64-black-1497616/
Ноутбук Acer Aspire 3 A315-56-37KC,черный,36 990,36 890,NX.HS5ER.018,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-56-37kc-i3-1005g1-4gb-ssd512gb-15-6-fhd-esh-1521827/
Ноутбук Lenovo IdeaPad 5 14ITL05,синий,49 990,49 890,82FE00Q0RU,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-5-14itl05-i3-1115g4-8gb-ssd256gb-14-ips-fhd-w10-1493041/
Ноутбук Xiaomi Pro RedmiBook,серый,79 990,79 890,XMA2007-DJ,https://www.citilink.ru/product/noutbuk-xiaomi-pro-redmibook-i5-11320h-16gb-ssd512gb-15-6-ips-3k-w10tr-1768723/
Ноутбук Acer Aspire 1 A115-32-C7FK,серебристый,22 990,22 890,NX.A6MER.002,https://www.citilink.ru/product/noutbuk-acer-aspire-1-a115-32-c7fk-15-6-intel-celeron-n4500-4gb-128gb-1439506/
Ноутбук ASUS VivoBook K413JA-EB579T,серебристый,69 990,69 890,90NB0RCB-M08390,https://www.citilink.ru/product/noutbuk-asus-k413ja-eb579t-i7-1065g7-8gb-ssd512gb-14-ips-fhd-w10-1497804/
Ноутбук MSI Alpha 15 B5EEK-054RU,черный,103 490,103 390,9S7-158L12-054,https://www.citilink.ru/product/noutbuk-msi-alpha-15-b5eek-054ru-ryzen-5-5600h-8gb-ssd512gb-6600m-8gb-1612452/
Ноутбук Huawei MateBook D 15,серебристый,52 999,52 899,53013HST,https://www.citilink.ru/product/noutbuk-huawei-matebook-d-ryzen-5-5500u-8gb-ssd512gb-15-6-ips-fhd-w11-1774300/
Ноутбук Huawei MateBook D 14,серый,49 990,49 790,53011UXA,https://www.citilink.ru/product/noutbuk-huawei-matebook-d-14-nbb-wai9-i5-10210u-8gb-ssd512gb-mx250-14-1559063/
Ноутбук Huawei MateBook 16,серый космос,86 999,86 899,53012VNB,https://www.citilink.ru/product/noutbuk-huawei-matebook-16-ryzen-7-5800h-16gb-ssd512gb-16-ips-2-5k-w11-1686470/
Ноутбук Prestigio SmartBook 133C4,темно-серый,21 990,21 890,PSB133C04CGP_DG_CIS,https://www.citilink.ru/product/noutbuk-prestigio-smartbook-133c4-14-1-amd-a4-9120e-4gb-64gb-ssd-amd-r-1485938/
Ноутбук Acer Aspire 5 A515-45-R5K7,черный,48 990,48 890,NX.A85ER.00G,https://www.citilink.ru/product/noutbuk-acer-aspire-5-a515-45-r5k7-ryzen-5-5500u-8gb-ssd128gb-15-6-ips-1521505/
Ноутбук Prestigio SmartBook 133C4,серебристый,20 990,20 940,HG1PSB133C04CGPMGCIS,https://www.citilink.ru/product/noutbuk-prestigio-smartbook-133c4-a4-9120e-4gb-emmc64gb-r3-14-1-tn-hd-1497175/
Ноутбук Apple MacBook Air,серый космос,199 990,199 890,Z1240004Q,https://www.citilink.ru/product/noutbuk-apple-macbook-air-13-3-ips-apple-m1-16gb-512gb-ssd-mac-os-z124-1451521/
Ноутбук DELL Vostro 3400,черный,48 190,48 090,3400-7527,https://www.citilink.ru/product/noutbuk-dell-vostro-3400-14-intel-core-i5-1135g7-8gb-1000gb-intel-iris-1452052/
Ноутбук ASUS Vivobook Pro 14X OLED N7400PC-KM050,серый,89 990,89 890,90NB0U43-M01480,https://www.citilink.ru/product/noutbuk-asus-n7400pc-km050-i5-11300h-16gb-ssd512gb-rtx-3050-4gb-14-ole-1583146/
Ноутбук Lenovo IdeaPad L340-15API,черный,33 990,33 890,81LW0085RK,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-l340-15api-15-6-amd-athlon-300u-2-4ggc-4gb-256g-1170570/
Ноутбук Acer Aspire 5 A515-45-R72B,серебристый,54 990,54 890,NX.A84ER.00F,https://www.citilink.ru/product/noutbuk-acer-aspire-5-a515-45-r72b-ryzen-5-5500u-8gb-ssd512gb-15-6-ips-1521433/
Ноутбук MSI Pulse GL66 11UEK-207XRU,серый,126 990,126 890,9S7-158124-207,https://www.citilink.ru/product/noutbuk-msi-pulse-gl66-11uek-i7-11800h-8gb-ssd512gb-rtx-3060-6gb-15-6-1522998/
Ноутбук Huawei MateBook D 16,серый,79 999,79 899,53013ESY,https://www.citilink.ru/product/noutbuk-huawei-matebook-i7-12700h-16gb-ssd512gb-16-ips-w11-grey-space-1774284/
Ноутбук HP 15s-eq1136ur,серый,29 990,29 890,22P99EA,https://www.citilink.ru/product/noutbuk-hp-15s-eq1136ur-ath-sil-3050u-4gb-ssd256gb-15-6-ips-fhd-dos3-0-1590599/
Ноутбук Digma EVE 15 C419,темно-серый,16 990,16 890,ES5065EW,https://www.citilink.ru/product/noutbuk-digma-eve-15-celeron-hd-ips-cel-n4020-4gb-ssd128gb-600-15-6-ip-1497691/
Ноутбук Lenovo IdeaPad 3 17ADA05,серый,28 990,28 890,81W20091RU,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-17ada05-ath-gl-3150u-4gb-ssd128gb-17-3-tn-hd-1487559/
Ноутбук ASUS ROG Strix G15 G513QY-HF001,черный,179 990,179 890,90NR06X4-M00090,https://www.citilink.ru/product/noutbuk-asus-rog-g513qy-hf001-ryzen-9-5900hx-16gb-ssd512gb-rx6800m-12g-1553325/
Ноутбук ASUS L210MA-GJ010T,синий,19 990,19 890,90NB0R41-M06140,https://www.citilink.ru/product/noutbuk-asus-l210ma-gj010t-cel-n4020-4gb-ssd64gb-11-6-hd-w10-1497695/
Ноутбук MSI Pulse GL66 11UEK-211XRU,серый,119 990,119 890,9S7-158124-211,https://www.citilink.ru/product/noutbuk-msi-pulse-gl66-11uek-i5-11400h-8gb-ssd512gb-rtx-3060-6gb-15-6-1522767/
Ноутбук Acer Aspire 3 A317-52-332C,черный,36 990,36 890,NX.HZWER.00Q,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a317-52-332c-i3-1005g1-4gb-ssd256gb-17-3-hd-noos-1404101/
Ноутбук ASUS ROG Zephyrus G14 GA401QM-K2200T,серый,175 990,175 890,90NR05S6-M04550,https://www.citilink.ru/product/noutbuk-asus-rog-zephyrus-ga401qm-k2200t-ryzen-7-5800hs-16gb-ssd1tb-rt-1609048/
Ноутбук Lenovo IdeaPad L340-15API,черный,33 990,33 890,81LW002ERK,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-l340-15api-15-6-amd-athlon-300u-2-4ggc-4gb-500g-1170571/
Ультрабук Honor MagicBook View 14,серый,119 990,119 890,5301AAGH,https://www.citilink.ru/product/ultrabuk-honor-magicbook-view-14-i7-11390h-16gb-ssd512gb-14-2-ips-fhd-1634826/
Ноутбук IRBIS NB NB615,черный,38 990,38 940,NB615,https://www.citilink.ru/product/noutbuk-irbis-nb-nb615-i3-1005g1-16gb-1tb-ssd128gb-15-6-ips-fhd-w10-bl-1561503/
Ноутбук-трансформер IRBIS NB NB119 YOGA,черный,15 990,15 890,NB119,https://www.citilink.ru/product/noutbuk-irbis-nb-nb119-cel-n3350-4gb-emmc64gb-11-6-ips-touch-hd-w10h-b-1512569/
Ноутбук Huawei MateBook D 14,серебристый,46 999,46 899,53013ERM,https://www.citilink.ru/product/noutbuk-huawei-matebook-d-i5-1135g7-8gb-ssd512gb-14-ips-fhd-w11-silver-1774326/
Ноутбук IRBIS NB NB244,серебристый,16 590,16 490,NB244,https://www.citilink.ru/product/noutbuk-irbis-nb-nb244-cel-n3350-4gb-ssd64gb-14-ips-fhd-w10h-silver-45-1501755/
Ноутбук Acer Aspire 3 A315-56-56CG,черный,43 990,43 890,NX.HS5ER.007,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-56-56cg-15-6-intel-core-i5-1035g1-1ggc-8gb-1194681/
Ноутбук MSI Katana GF76 11UC-678XRU,серый,99 990,99 890,9S7-17L212-678,https://www.citilink.ru/product/noutbuk-msi-katana-gf76-11uc-678xru-i5-11400h-8gb-ssd256gb-rtx-3050-4g-1800389/
Ноутбук Huawei MateBook D 15,серый,45 990,45 890,53012TLX,https://www.citilink.ru/product/noutbuk-huawei-matebook-d-i3-1115g4-8gb-ssd256gb-15-6-ips-fhd-w11-grey-1774323/
Ноутбук Huawei MateBook D 14,серый,45 990,45 890,53012WTR,https://www.citilink.ru/product/noutbuk-huawei-matebook-d-i3-1115g4-8gb-ssd512gb-14-ips-fhd-w11h-grey-1775152/
Ноутбук INFINIX Inbook X2,серый,29 990,29 890,T097802,https://www.citilink.ru/product/noutbuk-infinix-inbook-x2-i3-1005g1-4gb-ssd256gb-14-ips-fhd-nooseng-gr-1744374/
Ноутбук Huawei MateBook 14,серый,69 990,69 890,53012PCH,https://www.citilink.ru/product/noutbuk-huawei-matebook-i5-1135g7-16gb-ssd512gb-14-ips-w11h-grey-1719200/
Ноутбук ASUS Vivobook Go 14 E410KA-EB162T,черный,27 990,27 890,90NB0UA5-M02390,https://www.citilink.ru/product/noutbuk-asus-e410ka-eb162t-pen-n6000-4gb-ssd128gb-14-fhd-w10-black-1561880/
Ноутбук ASUS Vivobook Pro 16X OLED M7600QC-L2003,черный,139 990,139 890,90NB0V81-M01010,https://www.citilink.ru/product/noutbuk-asus-m7600qc-l2003-ryzen-7-5800h-16gb-ssd1tb-rtx-3050-4gb-16-o-1523036/
Ноутбук Acer Aspire 3 A315-56-523A,черный,47 990,47 890,NX.HS5ER.006,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-56-523a-15-6-intel-core-i5-1035g1-1-0ggc-8g-1194683/
Ноутбук Acer Aspire 3 A315-56-32MF,черный,42 990,42 890,NX.HS5ER.00P,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-56-32mf-15-6-intel-core-i3-1005g1-1-2ggc-4g-1194666/
Ноутбук Xiaomi Pro RedmiBook,серебристый,89 990,89 890,RMA2202-AI,https://www.citilink.ru/product/noutbuk-xiaomi-pro-redmibook-i5-12450h-16gb-ssd512gb-15-6-ips-3k-w10tr-1808579/
Ноутбук Xiaomi Pro RedmiBook,серебристый,94 990,94 890,RMA2201-BB,https://www.citilink.ru/product/noutbuk-xiaomi-pro-redmibook-i7-12650h-16gb-ssd512gb-mx550-2gb-14-ips-1808577/
Ноутбук HP Omen 17-ck0045ur,черный,409 990,409 890,4E1C7EA,https://www.citilink.ru/product/noutbuk-hp-omen-17-ck0045ur-i7-11800h-16gb-ssd1tb-rtx3080-16gb-17-3-ip-1717652/
Ноутбук iRU Калибр 15Y,черный,49 990,49 890,1657837,https://www.citilink.ru/product/noutbuk-iru-kalibr-15y-i7-8550u-16gb-ssd500gb-620-15-6-fhd-dos-black-1657837/
Ноутбук ASUS VivoBook 15 OLED K513EP-L11072,черный,88 990,88 890,90NB0SJ1-M00H50,https://www.citilink.ru/product/noutbuk-asus-k513ep-l11072-i7-1165g7-16gb-ssd512gb-mx330-2gb-15-6-ips-1618229/
Ноутбук ASUS Vivobook Pro 14 K3400PA-KP110W,синий,75 990,75 890,90NB0UY2-M02510,https://www.citilink.ru/product/noutbuk-asus-k3400pa-kp110w-i5-11300h-16gb-ssd512gb-14-wqxga-w11-blue-1583435/
Ноутбук ASUS Vivobook 15 X515EA-BQ1189W,серый,49 990,49 890,90NB0TY1-M25390,https://www.citilink.ru/product/noutbuk-asus-x515ea-bq1189w-i3-1115g4-8gb-ssd256gb-15-6-ips-fhd-w11-1583070/
Ноутбук Lenovo IdeaPad 1 11ADA05,голубой,20 990,20 890,82GV003RRK,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-1-11ada05-athlon-3020e-4gb-ssd128gb-11-6-tn-hd-1492134/
Ноутбук ASUS Vivobook Go 14 E410MA-EB023T,синий,27 990,27 890,90NB0Q11-M18290,https://www.citilink.ru/product/noutbuk-asus-vivobook-e410ma-eb023t-14-intel-pentium-silver-n5030-4gb-1455127/
Ноутбук HP 14s-dq2008ur,черный,34 990,34 890,2X1P4EA,https://www.citilink.ru/product/noutbuk-hp-14s-dq2008ur-14-ips-intel-pentium-gold-7505-4gb-256gb-ssd-i-1441689/
Ноутбук ASUS ROG Strix G15 G513RM-HQ169,серый,151 000,150 900,90NR0845-M008J0,https://www.citilink.ru/product/noutbuk-asus-rog-strix-g513rm-hq169-ryzen-7-6800h-16gb-ssd512gb-rtx-30-1791338/
Ноутбук CHUWI Corebook Xpro,серый,51 990,51 890,серый,https://www.citilink.ru/product/noutbuk-chuwi-corebook-xpro-i5-10210u-16gb-ssd1tb-15-6-ips-fhd-w11h-1775355/
Ноутбук CHUWI Corebook Xpro,серый,44 990,44 890,серый,https://www.citilink.ru/product/noutbuk-chuwi-corebook-xpro-i5-10210u-8gb-ssd512gb-15-6-ips-fhd-w11h-1775353/
